3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtQual,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,FireplaceQu,Fireplaces,Foundation,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotalBsmtSF,WoodDeckSF,YearBuilt_age,TotalLivingArea,NonKitchenBedroomAbvGr,BathRooms
0,3,1Fam,5.0,4.0,6,1,7.0,Y,PosA,SBrkr,0,5,5,Plywood,7.0,1,CBlock,576.0,2.0,5.0,2,5.0,Attchd,2207,GasA,5,1Story,1,5.0,Lvl,Gtl,19900,Inside,Reg,0,20,RL,287.0,BrkFace,7,NAmes,0,5,7,Y,0,CompShg,Gable,Normal,180000.0,WD,0,1947.0,301,48,5318.0,3,3
0,3,1Fam,5.0,3.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,PConc,558.0,2.0,5.0,2,5.0,Attchd,1479,GasA,9,1Story,1,7.0,Lvl,Gtl,10665,Inside,IR1,0,20,RL,167.0,BrkFace,6,CollgCr,29,5,7,Y,0,CompShg,Gable,Normal,226000.0,WD,0,1453.0,144,15,3830.0,3,3
0,2,1Fam,5.0,1.0,1,1,5.0,Y,Artery,SBrkr,0,7,5,MetalSd,0.0,0,CBlock,220.0,1.0,5.0,1,5.0,Attchd,747,GasA,5,1Story,1,5.0,Lvl,Gtl,4608,Corner,Reg,0,30,RM,0.0,None,6,OldTown,0,6,4,Y,0,CompShg,Gable,Normal,80000.0,WD,0,747.0,0,73,1714.0,1,1
0,3,1Fam,5.0,1.0,4,1,5.0,Y,Norm,SBrkr,114,5,7,BrkFace,5.0,1,CBlock,667.0,2.0,5.0,3,5.0,Attchd,2287,GasW,5,1.5Fin,1,5.0,Lvl,Gtl,15593,Corner,Reg,0,50,RL,0.0,None,7,ClearCr,21,4,7,Y,0,CompShg,Gable,Normal,225000.0,WD,0,1304.0,0,65,4393.0,3,2
0,3,1Fam,5.0,4.0,5,1,7.0,Y,Norm,SBrkr,0,7,5,Plywood,7.0,2,CBlock,516.0,2.0,5.0,3,5.0,Attchd,2223,GasA,9,1Story,1,5.0,Lvl,Gtl,13651,Inside,IR1,0,20,RL,1115.0,BrkFace,2,NAmes,0,6,7,Y,0,CompShg,Gable,Normal,244000.0,WD,0,2223.0,300,45,6377.0,4,3
0,2,1Fam,5.0,1.0,5,1,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,360.0,2.0,5.0,1,5.0,Detchd,845,GasA,5,1Story,1,5.0,Lvl,Gtl,7599,Corner,Reg,0,20,RL,0.0,None,6,Mitchel,0,6,4,Y,0,CompShg,Gable,Normal,129500.0,WD,0,845.0,0,36,2050.0,1,2
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,5,VinylSd,5.0,1,PConc,427.0,2.0,5.0,3,5.0,Attchd,1718,GasA,7,2Story,1,5.0,Lvl,Gtl,10141,Corner,IR1,0,60,RL,40.0,BrkFace,12,Gilbert,94,5,7,Y,0,CompShg,Gable,Normal,185000.0,WD,291,832.0,0,20,3402.0,3,3
0,3,1Fam,5.0,1.0,5,4,5.0,Y,Norm,SBrkr,0,5,5,Wd Sdng,0.0,0,CBlock,490.0,2.0,5.0,1,5.0,Attchd,1086,GasA,7,1Story,1,5.0,Lvl,Gtl,10200,Inside,Reg,0,20,RL,104.0,BrkFace,5,NAmes,0,7,5,Y,0,CompShg,Gable,Normal,144900.0,WD,0,1086.0,0,64,2766.0,2,2
0,3,1Fam,5.0,1.0,1,1,3.0,N,Norm,SBrkr,202,7,7,VinylSd,0.0,0,CBlock,379.0,1.0,5.0,1,5.0,Detchd,1605,GasA,7,2Story,2,5.0,Lvl,Gtl,5790,Corner,Reg,0,50,RM,0.0,None,5,OldTown,0,6,3,Y,0,CompShg,Gambrel,Normal,107400.0,WD,0,840.0,0,103,3026.0,3,2
0,2,Twnhs,5.0,4.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,CemntBd,0.0,0,CBlock,297.0,1.0,5.0,1,5.0,BuiltIn,988,GasA,5,SLvl,1,5.0,Lvl,Gtl,1596,Inside,Reg,0,180,RM,0.0,None,11,MeadowV,101,5,4,Y,0,CompShg,Gable,Normal,91000.0,WD,0,462.0,120,45,1968.0,2,2
0,2,1Fam,5.0,1.0,5,1,5.0,Y,Norm,FuseA,0,5,5,VinylSd,0.0,0,CBlock,283.0,1.0,5.0,1,5.0,Detchd,952,GasA,9,1Story,1,5.0,Lvl,Gtl,8475,Inside,IR1,0,20,RL,0.0,None,4,NAmes,0,7,4,Y,0,CompShg,Gable,Normal,135750.0,WD,0,952.0,0,62,2187.0,1,1
0,2,1Fam,5.0,1.0,4,6,5.0,Y,Norm,SBrkr,0,5,5,Wd Sdng,0.0,0,CBlock,240.0,1.0,5.0,1,5.0,Detchd,1285,GasA,5,1.5Fin,1,5.0,Lvl,Gtl,8635,Inside,Reg,0,50,RM,0.0,None,1,BrkSide,0,5,5,Y,0,CompShg,Gable,Normal,127000.0,WD,0,672.0,0,70,2197.0,3,2
0,4,Duplex,5.0,1.0,1,1,5.0,N,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,0.0,0.0,0.0,0,0.0,No,1768,GasA,5,1Story,2,5.0,Lvl,Gtl,10778,Inside,Reg,0,90,RL,0.0,None,4,Sawyer,0,5,4,Y,0,CompShg,Hip,Normal,136500.0,WD,0,1768.0,0,50,3536.0,2,2
0,2,1Fam,5.0,1.0,1,1,5.0,Y,Norm,SBrkr,128,5,5,Wd Sdng,0.0,0,PConc,440.0,2.0,5.0,1,5.0,Detchd,1230,GasA,7,2Story,1,5.0,Lvl,Gtl,10440,Corner,Reg,0,50,RM,0.0,None,5,OldTown,0,6,5,Y,0,CompShg,Gable,Normal,110000.0,WD,0,440.0,74,108,2312.0,2,2
0,4,1Fam,5.0,1.0,3,1,7.0,Y,Norm,SBrkr,0,7,5,VinylSd,7.0,1,CBlock,509.0,1.0,5.0,3,5.0,Attchd,2142,GasA,5,2Story,1,7.0,Lvl,Gtl,13000,Corner,Reg,0,60,RL,576.0,BrkFace,6,NAmes,72,6,6,Y,0,CompShg,Gable,Normal,193500.0,WD,252,896.0,0,50,4447.0,3,3
0,2,TwnhsE,7.0,1.0,6,1,9.0,Y,Norm,SBrkr,0,7,5,VinylSd,0.0,0,PConc,405.0,2.0,5.0,3,5.0,Attchd,1337,GasA,9,1Story,1,5.0,Lvl,Gtl,4500,FR2,Reg,0,120,RM,443.0,BrkFace,3,Mitchel,199,5,6,Y,0,CompShg,Hip,Normal,153500.0,WD,0,1237.0,0,20,3621.0,2,3
0,3,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,VinylSd,7.0,1,PConc,758.0,3.0,5.0,2,5.0,Attchd,1563,GasA,9,1Story,1,7.0,Lvl,Gtl,10206,Inside,Reg,0,20,RL,468.0,Stone,10,Somerst,99,5,8,Y,0,CompShg,Gable,Normal,245000.0,WD,0,1563.0,144,11,4595.0,2,2
0,3,1Fam,5.0,1.0,1,1,5.0,Y,Norm,SBrkr,0,5,5,MetalSd,0.0,0,CBlock,461.0,2.0,5.0,1,5.0,Detchd,1065,GasA,7,1Story,1,5.0,Lvl,Gtl,8892,Inside,IR1,0,20,RL,66.0,BrkCmn,7,NAmes,0,5,5,Y,0,CompShg,Gable,Normal,126500.0,COD,0,1065.0,74,58,2731.0,2,2
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,5,HdBoard,5.0,1,PConc,400.0,2.0,5.0,3,5.0,BuiltIn,1474,GasA,7,SLvl,1,5.0,Lvl,Gtl,8530,Inside,IR1,0,80,RL,22.0,BrkFace,5,Gilbert,72,5,7,Y,0,CompShg,Gable,Normal,168500.0,WD,0,384.0,120,23,2472.0,3,3
0,4,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,HdBoard,5.0,1,CBlock,462.0,2.0,5.0,1,5.0,Attchd,2417,GasA,9,2Story,1,7.0,Lvl,Gtl,16059,Corner,Reg,0,60,RL,284.0,BrkFace,4,NoRidge,82,5,8,Y,0,CompShg,Hip,Normal,260000.0,WD,0,1288.0,127,27,4660.0,4,3
0,3,1Fam,5.0,3.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,400.0,2.0,5.0,3,5.0,BuiltIn,1560,GasA,9,2Story,1,7.0,Lvl,Gtl,11911,Inside,IR2,0,60,RL,0.0,None,3,Gilbert,38,5,6,Y,0,CompShg,Gable,Normal,174000.0,WD,0,684.0,100,13,2782.0,2,3
0,2,TwnhsE,5.0,3.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,PConc,528.0,2.0,5.0,2,5.0,Detchd,1224,GasA,9,2Story,1,7.0,Lvl,Gtl,3951,Corner,Reg,0,160,FV,76.0,Stone,6,Somerst,234,5,6,Y,0,CompShg,Gable,Partial,164500.0,New,0,612.0,0,9,2674.0,1,3
0,2,1Fam,3.0,1.0,1,1,5.0,N,Feedr,SBrkr,156,3,3,Plywood,0.0,0,CBlock,0.0,0.0,0.0,0,0.0,No,1526,GasA,5,1.5Fin,1,3.0,Lvl,Gtl,8470,Corner,IR1,513,50,C (all),0.0,None,10,IDOTRR,0,2,3,N,0,CompShg,Hip,Abnorml,85000.0,ConLD,0,1013.0,0,103,3208.0,3,1
0,3,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,VinylSd,0.0,0,PConc,0.0,0.0,0.0,0,0.0,No,990,GasA,9,1Story,1,5.0,Lvl,Gtl,8070,Inside,Reg,0,20,RL,0.0,None,8,CollgCr,0,5,4,Y,0,CompShg,Gable,Normal,123600.0,WD,0,990.0,0,24,1980.0,1,2
0,2,1Fam,0.0,0.0,0,0,0.0,Y,Norm,FuseA,0,5,5,BrkFace,0.0,0,Slab,420.0,2.0,5.0,1,5.0,Detchd,1040,GasA,5,1Story,1,5.0,Lvl,Gtl,7200,Inside,Reg,0,20,RL,0.0,None,7,NAmes,29,5,4,Y,0,CompShg,Gable,Normal,109900.0,WD,0,0.0,0,68,1489.0,1,1
0,2,1Fam,5.0,1.0,3,1,5.0,Y,Norm,SBrkr,0,5,5,HdBoard,0.0,0,CBlock,480.0,2.0,5.0,1,5.0,Attchd,1235,GasA,5,1Story,1,5.0,Lvl,Gtl,8500,Inside,Reg,0,20,RL,203.0,BrkCmn,12,NAmes,0,3,5,Y,0,CompShg,Hip,Abnorml,98600.0,WD,0,1235.0,0,57,3153.0,3,1
0,2,1Fam,5.0,1.0,5,1,7.0,Y,Norm,SBrkr,44,7,5,Wd Sdng,0.0,0,BrkTil,432.0,2.0,5.0,1,5.0,Detchd,964,GasA,9,1Story,1,5.0,HLS,Gtl,13360,Inside,IR1,0,30,RL,0.0,None,8,Crawfor,0,7,5,Y,0,CompShg,Gable,Normal,163500.0,WD,0,876.0,0,97,2316.0,2,2
0,4,2fmCon,3.0,2.0,3,1,5.0,N,Norm,SBrkr,0,5,5,MetalSd,7.0,1,BrkTil,506.0,2.0,5.0,1,5.0,Detchd,2291,GasW,9,2.5Unf,2,5.0,Lvl,Gtl,7200,Corner,Reg,0,190,C (all),0.0,None,11,OldTown,0,6,6,Y,0,CompShg,Hip,Normal,133900.0,WD,99,1214.0,0,108,4110.0,3,3
0,3,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,7,5,VinylSd,0.0,0,PConc,684.0,2.0,5.0,2,5.0,Attchd,1786,GasA,9,2Story,1,7.0,Lvl,Gtl,9337,Inside,IR1,0,60,RL,0.0,None,5,CollgCr,162,5,6,Y,0,CompShg,Gable,Normal,204750.0,WD,0,824.0,0,21,3456.0,3,4
0,3,1Fam,7.0,1.0,5,1,7.0,Y,Norm,SBrkr,0,7,9,VinylSd,5.0,1,PConc,420.0,2.0,5.0,3,5.0,BuiltIn,1470,GasA,7,2Story,1,5.0,Lvl,Gtl,9765,Corner,IR2,0,60,RL,68.0,BrkFace,4,Gilbert,63,8,6,Y,0,CompShg,Gable,Normal,185000.0,WD,0,680.0,232,25,2933.0,2,3
0,3,1Fam,5.0,3.0,5,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,PConc,472.0,2.0,5.0,2,5.0,Attchd,1588,GasA,9,1Story,1,7.0,Lvl,Gtl,10264,Inside,IR1,0,20,RL,183.0,BrkFace,8,CollgCr,29,5,7,Y,0,CompShg,Gable,Normal,214000.0,WD,0,1588.0,158,19,4018.0,2,2
0,3,1Fam,5.0,1.0,3,1,5.0,Y,Norm,FuseF,0,5,5,HdBoard,0.0,0,CBlock,432.0,1.0,5.0,3,5.0,Attchd,960,GasA,5,1Story,1,5.0,HLS,Gtl,10921,Inside,Reg,0,20,RL,48.0,BrkFace,5,Edwards,0,5,4,P,0,CompShg,Hip,Normal,94750.0,WD,0,960.0,120,53,2520.0,2,2
0,2,1Fam,5.0,1.0,5,1,5.0,N,Norm,SBrkr,77,5,5,Wd Sdng,0.0,0,BrkTil,366.0,1.0,5.0,1,3.0,Basment,835,GasA,3,1Story,1,5.0,Lvl,Gtl,10625,Corner,Reg,0,30,RL,0.0,None,5,Edwards,0,5,5,Y,0,CompShg,Gable,Abnorml,83000.0,COD,0,458.0,0,98,1736.0,2,1
0,3,1Fam,5.0,1.0,5,1,5.0,Y,Norm,SBrkr,0,5,5,Plywood,0.0,0,CBlock,0.0,0.0,0.0,0,0.0,No,1225,GasA,3,1Story,1,5.0,Lvl,Gtl,9320,Inside,IR1,0,20,RL,0.0,None,1,NAmes,0,5,4,Y,0,CompShg,Gable,Normal,128950.0,WD,0,950.0,352,59,2527.0,2,3
0,3,1Fam,5.0,2.0,5,1,5.0,Y,Norm,SBrkr,0,5,5,Plywood,5.0,2,PConc,480.0,2.0,5.0,2,5.0,Attchd,1610,GasA,7,1Story,1,7.0,Lvl,Gtl,10603,Inside,IR1,0,20,RL,28.0,BrkFace,2,NWAmes,68,7,6,Y,0,CompShg,Gable,Normal,205000.0,WD,0,1610.0,168,41,3964.0,2,3
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,HdBoard,5.0,1,CBlock,476.0,2.0,5.0,3,5.0,Attchd,1732,GasA,5,2Story,1,7.0,Lvl,Gtl,9206,Inside,Reg,0,60,RL,336.0,BrkFace,6,SawyerW,46,5,6,Y,0,CompShg,Gable,Normal,178000.0,WD,0,741.0,192,33,3523.0,3,3
0,4,Duplex,0.0,0.0,0,0,0.0,Y,Norm,SBrkr,0,3,5,HdBoard,0.0,0,Slab,410.0,2.0,5.0,1,5.0,Attchd,1535,GasA,5,1Story,2,5.0,Bnk,Gtl,7018,Inside,Reg,0,90,RL,0.0,None,6,SawyerW,0,5,5,Y,0,CompShg,Gable,Alloca,118964.0,WD,0,0.0,0,39,1945.0,2,2
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,5,VinylSd,0.0,0,PConc,740.0,3.0,5.0,2,5.0,Attchd,1226,GasA,9,1Story,1,7.0,Lvl,Gtl,10402,Corner,IR1,0,20,RL,0.0,None,5,CollgCr,36,5,7,Y,0,CompShg,Gable,Normal,198900.0,WD,0,1226.0,0,9,3228.0,2,2
0,4,1Fam,5.0,1.0,2,1,5.0,Y,Norm,FuseF,0,3,5,Stucco,5.0,2,PConc,240.0,1.0,5.0,1,5.0,Detchd,1818,GasA,9,1.5Fin,1,5.0,Lvl,Gtl,7758,Corner,Reg,0,50,RM,600.0,BrkFace,6,IDOTRR,0,4,7,Y,0,CompShg,Gable,Normal,169500.0,WD,184,1040.0,0,87,3882.0,2,2
0,3,1Fam,5.0,1.0,1,1,9.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,648.0,2.0,5.0,2,5.0,Attchd,1992,GasA,9,2Story,1,7.0,Lvl,Gtl,9375,Inside,Reg,0,60,FV,768.0,BrkFace,8,Somerst,45,5,8,Y,0,CompShg,Hip,Normal,250000.0,WD,0,1053.0,140,15,4646.0,5,3
0,2,1Fam,5.0,1.0,1,1,3.0,Y,Norm,SBrkr,0,5,5,VinylSd,0.0,0,BrkTil,273.0,1.0,3.0,1,3.0,Detchd,1047,GasA,7,1Story,1,5.0,Lvl,Gtl,10800,Inside,Reg,0,30,RM,0.0,None,8,OldTown,0,7,4,N,0,CompShg,Mansard,Normal,100000.0,WD,0,641.0,0,133,1961.0,3,1
0,2,1Fam,5.0,1.0,5,4,5.0,Y,Norm,SBrkr,0,5,5,VinylSd,0.0,0,CBlock,250.0,1.0,5.0,1,5.0,Detchd,789,GasA,9,1Story,1,5.0,Lvl,Gtl,6000,Inside,Reg,0,20,RM,0.0,None,4,OldTown,0,5,5,Y,0,CompShg,Gable,Partial,115000.0,WD,0,789.0,0,70,1828.0,2,1
0,3,1Fam,5.0,1.0,1,1,5.0,N,Artery,FuseF,144,5,5,CemntBd,0.0,0,CBlock,0.0,0.0,0.0,0,0.0,No,1517,GasW,5,1.5Fin,1,3.0,Lvl,Gtl,8500,Corner,Reg,0,50,RM,0.0,None,8,IDOTRR,0,7,5,N,0,CompShg,Gable,Normal,115000.0,WD,0,793.0,0,99,2454.0,3,2
0,3,1Fam,5.0,1.0,4,1,7.0,Y,Norm,SBrkr,0,5,5,Plywood,5.0,1,CBlock,546.0,2.0,5.0,2,5.0,Attchd,1844,GasA,9,1Story,1,5.0,Lvl,Gtl,11751,Inside,IR1,0,20,RL,480.0,BrkFace,1,NWAmes,122,6,6,Y,0,CompShg,Hip,Normal,190000.0,COD,0,1844.0,0,41,4836.0,3,2
0,4,1Fam,3.0,1.0,3,1,5.0,Y,Norm,SBrkr,0,5,5,Wd Sdng,0.0,0,CBlock,325.0,1.0,5.0,1,5.0,Attchd,1855,GasA,7,1.5Fin,1,5.0,Lvl,Gtl,9525,Inside,Reg,0,50,RL,0.0,None,10,Edwards,0,4,6,Y,0,CompShg,Gable,Normal,136900.0,WD,0,994.0,182,64,3356.0,2,2
0,3,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,VinylSd,5.0,1,PConc,400.0,2.0,5.0,3,5.0,BuiltIn,1430,GasA,9,SLvl,1,5.0,Lvl,Gtl,7750,Inside,IR1,0,80,RL,0.0,None,4,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,180000.0,WD,0,384.0,180,18,2394.0,3,3
0,4,1Fam,5.0,3.0,6,1,9.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,792.0,3.0,5.0,3,5.0,BuiltIn,2696,GasA,9,2Story,1,9.0,Lvl,Gtl,9965,Inside,Reg,0,60,RL,220.0,Stone,10,CollgCr,184,5,7,Y,0,CompShg,Gable,Partial,383970.0,New,168,1264.0,120,11,5444.0,5,4
0,3,1Fam,5.0,2.0,5,3,7.0,Y,Norm,SBrkr,192,7,5,Wd Sdng,7.0,2,CBlock,450.0,2.0,5.0,1,5.0,Basment,2259,GasA,5,1Story,1,7.0,Bnk,Gtl,21000,Corner,Reg,0,20,RL,184.0,BrkFace,10,Crawfor,120,5,6,Y,0,CompShg,Hip,Abnorml,217000.0,COD,0,1809.0,166,65,5180.0,3,3
0,3,1Fam,5.0,1.0,5,2,5.0,Y,Norm,SBrkr,0,5,5,Wd Sdng,5.0,1,CBlock,180.0,1.0,5.0,1,5.0,Detchd,2320,GasA,9,2Story,1,7.0,Lvl,Mod,7259,Inside,IR1,0,70,RL,0.0,None,7,Crawfor,0,8,6,Y,0,CompShg,Gambrel,Normal,259500.0,WD,0,1028.0,224,73,3752.0,5,4
0,2,TwnhsE,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,MetalSd,3.0,1,PConc,440.0,2.0,5.0,1,5.0,Detchd,1458,GasA,7,2Story,1,5.0,Lvl,Gtl,3230,Corner,Reg,0,160,FV,1129.0,BrkFace,6,Somerst,32,5,6,Y,0,CompShg,Gable,Normal,176000.0,WD,0,729.0,0,19,3788.0,2,3
0,3,1Fam,5.0,1.0,2,4,5.0,Y,Norm,SBrkr,144,5,5,Wd Sdng,2.0,1,CBlock,288.0,1.0,5.0,1,5.0,Attchd,1092,GasA,5,1Story,1,5.0,Lvl,Gtl,11616,Inside,Reg,0,20,RL,116.0,BrkFace,9,Sawyer,20,5,5,Y,0,CompShg,Gable,Normal,139000.0,WD,0,1092.0,0,56,2752.0,2,2
0,2,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,5,VinylSd,0.0,0,PConc,430.0,2.0,5.0,1,5.0,Attchd,1125,GasA,7,1Story,1,5.0,Lvl,Gtl,8536,Corner,Reg,0,20,RL,0.0,None,4,Edwards,64,5,5,Y,0,CompShg,Gable,Partial,155000.0,New,0,1125.0,80,12,2824.0,2,2
0,5,1Fam,5.0,2.0,6,1,7.0,Y,Norm,SBrkr,0,5,5,Plywood,5.0,2,PConc,594.0,3.0,5.0,1,5.0,Attchd,3222,GasA,7,2Story,1,7.0,Lvl,Gtl,12376,Corner,Reg,0,60,RL,0.0,None,5,SawyerW,0,5,7,Y,0,CompShg,Hip,Normal,320000.0,WD,0,1673.0,367,28,5856.0,5,4
0,3,1Fam,5.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,7.0,1,PConc,390.0,2.0,5.0,3,5.0,Attchd,1456,GasA,9,2Story,1,7.0,Lvl,Gtl,8461,Inside,Reg,0,60,RL,0.0,None,7,CollgCr,24,5,6,Y,0,CompShg,Gable,Partial,163990.0,New,0,728.0,0,13,2598.0,4,3
130,1,1Fam,5.0,4.0,5,1,5.0,Y,Norm,SBrkr,0,5,5,Plywood,5.0,2,CBlock,540.0,2.0,5.0,1,5.0,Attchd,988,GasA,9,SLvl,1,5.0,Low,Sev,21453,CulDSac,IR1,0,80,RL,0.0,None,10,ClearCr,130,5,6,Y,0,Metal,Flat,Normal,180000.0,WD,0,938.0,0,49,2726.0,2,2
0,3,1Fam,5.0,1.0,1,1,5.0,Y,Norm,SBrkr,140,5,5,AsbShng,0.0,0,PConc,264.0,1.0,5.0,1,5.0,Detchd,1123,GasA,7,1.5Fin,1,5.0,Lvl,Gtl,6060,Inside,Reg,0,50,RM,0.0,None,6,IDOTRR,0,5,4,P,0,CompShg,Gable,Normal,100000.0,WD,0,732.0,0,79,2259.0,0,1
0,3,1Fam,5.0,1.0,4,1,5.0,Y,Norm,SBrkr,0,7,5,MetalSd,0.0,0,CBlock,288.0,1.0,5.0,1,5.0,Attchd,1080,GasA,7,1Story,1,5.0,Lvl,Gtl,9464,Corner,Reg,0,20,RL,135.0,BrkFace,6,NAmes,0,7,6,Y,0,CompShg,Hip,Normal,136000.0,WD,130,1080.0,0,60,2713.0,1,1
0,2,TwnhsE,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,Plywood,0.0,0,PConc,530.0,2.0,5.0,2,5.0,Attchd,1199,GasA,9,1Story,1,7.0,Lvl,Gtl,7892,Inside,Reg,0,120,RL,0.0,None,3,SawyerW,63,5,6,Y,0,CompShg,Gable,Normal,153900.0,WD,0,1199.0,0,25,2991.0,2,2
0,3,1Fam,3.0,1.0,1,1,7.0,Y,Norm,SBrkr,0,7,5,HdBoard,5.0,1,CBlock,435.0,2.0,5.0,1,5.0,Attchd,1586,GasA,5,1Story,1,5.0,Lvl,Gtl,17043,CulDSac,IR1,0,20,RL,0.0,None,1,NWAmes,0,5,6,Y,0,CompShg,Gable,Normal,181000.0,WD,0,1362.0,192,39,3575.0,3,2
0,2,2fmCon,5.0,3.0,6,1,5.0,N,Norm,SBrkr,0,3,5,Wd Sdng,0.0,0,CBlock,0.0,0.0,0.0,0,0.0,No,754,GasA,7,1.5Fin,1,5.0,Lvl,Gtl,6780,Inside,Reg,234,190,RM,0.0,None,6,IDOTRR,0,8,6,N,0,CompShg,Gable,Normal,84500.0,WD,0,520.0,53,83,1561.0,2,2
0,2,TwnhsE,5.0,1.0,5,1,7.0,Y,Norm,SBrkr,0,5,5,Plywood,5.0,1,CBlock,440.0,2.0,5.0,2,5.0,Attchd,958,GasA,5,1Story,1,5.0,Lvl,Gtl,4928,Inside,IR1,0,120,RL,0.0,None,2,NPkVill,205,5,6,Y,0,CompShg,Gable,Normal,128000.0,WD,0,1078.0,0,42,2681.0,2,2
0,3,1Fam,5.0,1.0,2,1,5.0,Y,Feedr,SBrkr,0,7,5,WdShing,5.0,1,BrkTil,0.0,0.0,0.0,0,0.0,No,840,GasA,9,1.5Unf,1,5.0,Bnk,Gtl,4388,Inside,IR1,0,45,RM,0.0,None,6,OldTown,0,7,5,N,0,CompShg,Gable,Normal,87000.0,WD,0,672.0,0,88,1512.0,1,1
0,3,1Fam,5.0,1.0,4,1,5.0,Y,PosN,SBrkr,0,5,5,VinylSd,3.0,1,CBlock,453.0,2.0,5.0,2,5.0,Attchd,1348,GasA,5,2Story,1,5.0,Lvl,Gtl,7590,Inside,Reg,0,60,RL,266.0,BrkFace,7,NAmes,108,5,6,Y,0,CompShg,Gable,Normal,155000.0,WD,0,660.0,188,52,3023.0,2,2
180,3,1Fam,5.0,1.0,3,4,5.0,Y,Norm,FuseA,0,5,5,Plywood,0.0,0,CBlock,750.0,2.0,5.0,2,5.0,2Types,1053,GasA,5,1Story,1,9.0,Lvl,Gtl,8973,Inside,Reg,0,20,RL,85.0,BrkFace,7,NAmes,80,7,5,Y,0,CompShg,Gable,Abnorml,150000.0,WD,0,1008.0,0,60,3156.0,2,3
0,4,1Fam,5.0,1.0,3,1,5.0,Y,Norm,SBrkr,0,5,5,MetalSd,7.0,2,CBlock,487.0,2.0,5.0,3,5.0,Attchd,2157,GasA,9,2Story,1,7.0,Lvl,Gtl,14200,Corner,Reg,0,60,RL,309.0,BrkFace,5,NAmes,66,6,7,Y,0,CompShg,Gable,Normal,226000.0,WD,0,924.0,105,52,4048.0,3,3
0,3,1Fam,5.0,1.0,6,1,7.0,Y,Norm,SBrkr,0,5,7,VinylSd,5.0,1,PConc,390.0,2.0,5.0,2,5.0,BuiltIn,2054,GasA,9,2Story,1,7.0,Lvl,Gtl,12224,Corner,IR1,0,60,RL,40.0,BrkFace,7,Gilbert,48,5,6,Y,0,CompShg,Gable,Normal,244000.0,WD,0,992.0,24,18,3548.0,3,4
0,3,1Fam,5.0,1.0,3,1,5.0,Y,Norm,SBrkr,0,5,5,MetalSd,0.0,0,CBlock,624.0,2.0,5.0,1,5.0,Detchd,1327,GasA,7,1Story,1,7.0,Lvl,Gtl,7388,Corner,Reg,0,20,RL,0.0,None,7,NAmes,0,6,5,Y,0,CompShg,Gable,Normal,150750.0,WD,0,1063.0,0,59,3014.0,3,2
0,2,1Fam,5.0,1.0,6,1,9.0,Y,Norm,SBrkr,0,5,7,VinylSd,0.0,0,PConc,471.0,2.0,5.0,3,5.0,Attchd,1296,GasA,9,1Story,1,7.0,Lvl,Gtl,6853,Inside,IR1,0,20,RL,136.0,BrkFace,6,Timber,25,5,8,Y,0,CompShg,Gable,Normal,220000.0,WD,0,1267.0,192,17,3387.0,3,3
